"Datum","Feiertag","Kanton","Typ"
2010-05-24,"Pfingstmontag","FR","D"
2010-05-24,"Pfingstmontag","SO","a"
2010-05-24,"Pfingstmontag","BS","A"
2010-05-24,"Pfingstmontag","BL","A"
2010-05-24,"Pfingstmontag","SH","A"
2010-05-24,"Pfingstmontag","AR","A"
2010-05-24,"Pfingstmontag","AI","A"
2010-05-24,"Pfingstmontag","SG","A"
2010-05-24,"Pfingstmontag","GR","A"
2010-05-24,"Pfingstmontag","AG","a"
2010-05-24,"Pfingstmontag","TG","A"
2010-05-24,"Pfingstmontag","TI","B"
2010-05-24,"Pfingstmontag","VD","A"
2010-05-24,"Pfingstmontag","NE","D"
2010-05-24,"Pfingstmontag","GE","A"
2010-05-24,"Pfingstmontag","JU","A"
2010-06-03,"Fronleichnam","LU","A"
2010-06-03,"Fronleichnam","UR","A"
2010-06-03,"Fronleichnam","SZ","A"
2010-06-03,"Fronleichnam","OW","A"
2010-06-03,"Fronleichnam","NW","A"
2010-06-03,"Fronleichnam","ZG","A"
2010-06-03,"Fronleichnam","FR","a"
2010-06-03,"Fronleichnam","SO","a"
2010-06-03,"Fronleichnam","BL","a"
2010-06-03,"Fronleichnam","AI","A"
2010-06-03,"Fronleichnam","GR","a"
2010-06-03,"Fronleichnam","AG","a"
2010-06-03,"Fronleichnam","TI","B"
2010-06-03,"Fronleichnam","VS","A"
2010-06-03,"Fronleichnam","NE","a"
2010-06-03,"Fronleichnam","JU","A"
2010-08-01,"Bundesfeier","ZH","A"
2010-08-01,"Bundesfeier","BE","A"
2010-08-01,"Bundesfeier","LU","A"
2010-08-01,"Bundesfeier","UR","A"
2010-08-01,"Bundesfeier","SZ","A"
2010-08-01,"Bundesfeier","OW","A"
2010-08-01,"Bundesfeier","NW","A"
2010-08-01,"Bundesfeier","GL","A"
2010-08-01,"Bundesfeier","ZG","A"
2010-08-01,"Bundesfeier","FR","A"
2010-08-01,"Bundesfeier","SO","A"
2010-08-01,"Bundesfeier","BS","A"
2010-08-01,"Bundesfeier","BL","A"
2010-08-01,"Bundesfeier","SH","A"
2010-08-01,"Bundesfeier","AR","A"
2010-08-01,"Bundesfeier","AI","A"
2010-08-01,"Bundesfeier","SG","A"
2010-08-01,"Bundesfeier","GR","A"
2010-08-01,"Bundesfeier","AG","A"
2010-08-01,"Bundesfeier","TG","A"
2010-08-01,"Bundesfeier","TI","A"
2010-08-01,"Bundesfeier","VD","A"
2010-08-01,"Bundesfeier","VS","A"
2010-08-01,"Bundesfeier","NE","A"
2010-08-01,"Bundesfeier","GE","A"
2010-08-01,"Bundesfeier","JU","A"
2010-08-15,"Mariä Himmelfahrt","LU","A"
2010-08-15,"Mariä Himmelfahrt","UR","A"
2010-08-15,"Mariä Himmelfahrt","SZ","A"
2010-08-15,"Mariä Himmelfahrt","OW","A"
2010-08-15,"Mariä Himmelfahrt","NW","A"
2010-08-15,"Mariä Himmelfahrt","ZG","A"
2010-08-15,"Mariä Himmelfahrt","FR","a"
2010-08-15,"Mariä Himmelfahrt","SO","a"
2010-08-15,"Mariä Himmelfahrt","BL","a"
2010-08-15,"Mariä Himmelfahrt","AI","B"
2010-08-15,"Mariä Himmelfahrt","GR","a"
2010-08-15,"Mariä Himmelfahrt","AG","a"
2010-08-15,"Mariä Himmelfahrt","TI","A"
2010-08-15,"Mariä Himmelfahrt","VS","A"
2010-08-15,"Mariä Himmelfahrt","JU","B"
2010-11-01,"Allerheiligen","LU","A"
2010-11-01,"Allerheiligen","UR","A"
2010-11-01,"Allerheiligen","SZ","A"
2010-11-01,"Allerheiligen","OW","A"
2010-11-01,"Allerheiligen","NW","A"
2010-11-01,"Allerheiligen","GL","A"
2010-11-01,"Allerheiligen","ZG","A"
2010-11-01,"Allerheiligen","FR","a"
2010-11-01,"Allerheiligen","SO","a"
2010-11-01,"Allerheiligen","AI","B"
2010-11-01,"Allerheiligen","SG","A"
2010-11-01,"Allerheiligen","GR","a"
2010-11-01,"Allerheiligen","AG","a"
2010-11-01,"Allerheiligen","TI","A"
2010-11-01,"Allerheiligen","VS","A"
2010-11-01,"Allerheiligen","JU","B"
2010-12-08,"Mariä Empfängnis","LU","B"
2010-12-08,"Mariä Empfängnis","UR","A"
2010-12-08,"Mariä Empfängnis","SZ","B"
2010-12-08,"Mariä Empfängnis","OW","A"
2010-12-08,"Mariä Empfängnis","NW","A"
2010-12-08,"Mariä Empfängnis","ZG","A"
2010-12-08,"Mariä Empfängnis","FR","a"
2010-12-08,"Mariä Empfängnis","SO","a"
2010-12-08,"Mariä Empfängnis","AI","B"
2010-12-08,"Mariä Empfängnis","GR","a"
2010-12-08,"Mariä Empfängnis","AG","a"
2010-12-08,"Mariä Empfängnis","TI","B"
2010-12-08,"Mariä Empfängnis","VS","A"
2010-12-25,"Weihnachtstag","ZH","A"
2010-12-25,"Weihnachtstag","BE","A"
2010-12-25,"Weihnachtstag","LU","A"
2010-12-25,"Weihnachtstag","UR","A"
2010-12-25,"Weihnachtstag","SZ","A"
2010-12-25,"Weihnachtstag","OW","A"
2010-12-25,"Weihnachtstag","NW","A"
2010-12-25,"Weihnachtstag","GL","A"
2010-12-25,"Weihnachtstag","ZG","A"
2010-12-25,"Weihnachtstag","FR","A"
2010-12-25,"Weihnachtstag","SO","A"
2010-12-25,"Weihnachtstag","BS","A"
2010-12-25,"Weihnachtstag","BL","A"
2010-12-25,"Weihnachtstag","SH","A"
2010-12-25,"Weihnachtstag","AR","A"
2010-12-25,"Weihnachtstag","AI","A"
2010-12-25,"Weihnachtstag","SG","A"
2010-12-25,"Weihnachtstag","GR","A"
2010-12-25,"Weihnachtstag","AG","A"
2010-12-25,"Weihnachtstag","TG","A"
2010-12-25,"Weihnachtstag","TI","A"
2010-12-25,"Weihnachtstag","VD","A"
2010-12-25,"Weihnachtstag","VS","A"
2010-12-25,"Weihnachtstag","NE","A"
2010-12-25,"Weihnachtstag","GE","A"
2010-12-25,"Weihnachtstag","JU","A"
2010-12-26,"Stephanstag","ZH","A"
2010-12-26,"Stephanstag","BE","A"
2010-12-26,"Stephanstag","LU","A"
2010-12-26,"Stephanstag","UR","B"
2010-12-26,"Stephanstag","SZ","B"
2010-12-26,"Stephanstag","OW","D"
2010-12-26,"Stephanstag","NW","D"
2010-12-26,"Stephanstag","GL","A"
2010-12-26,"Stephanstag","ZG","D"
2010-12-26,"Stephanstag","FR","D"
2010-12-26,"Stephanstag","SO","a"
2010-12-26,"Stephanstag","BS","A"
2010-12-26,"Stephanstag","BL","A"
2010-12-26,"Stephanstag","SH","A"
2010-12-26,"Stephanstag","AR","A"
2010-12-26,"Stephanstag","AI","A"
2010-12-26,"Stephanstag","SG","A"
2010-12-26,"Stephanstag","GR","A"
2010-12-26,"Stephanstag","AG","a"
2010-12-26,"Stephanstag","TG","A"
2010-12-26,"Stephanstag","TI","A"
2010-12-26,"Stephanstag","NE","A"
2011-01-01,"Neujahrstag","ZH","A"
2011-01-01,"Neujahrstag","BE","A"
2011-01-01,"Neujahrstag","LU","A"
2011-01-01,"Neujahrstag","UR","A"
2011-01-01,"Neujahrstag","SZ","A"
2011-01-01,"Neujahrstag","OW","A"
2011-01-01,"Neujahrstag","NW","A"
2011-01-01,"Neujahrstag","GL","A"
2011-01-01,"Neujahrstag","ZG","A"
2011-01-01,"Neujahrstag","FR","A"
2011-01-01,"Neujahrstag","SO","A"
2011-01-01,"Neujahrstag","BS","A"
2011-01-01,"Neujahrstag","BL","A"
2011-01-01,"Neujahrstag","SH","A"
2011-01-01,"Neujahrstag","AR","A"
2011-01-01,"Neujahrstag","AI","A"
2011-01-01,"Neujahrstag","SG","A"
2011-01-01,"Neujahrstag","GR","A"
2011-01-01,"Neujahrstag","AG","A"
2011-01-01,"Neujahrstag","TG","A"
2011-01-01,"Neujahrstag","TI","A"
2011-01-01,"Neujahrstag","VD","A"
2011-01-01,"Neujahrstag","VS","A"
2011-01-01,"Neujahrstag","NE","A"
2011-01-01,"Neujahrstag","GE","A"
2011-01-01,"Neujahrstag","JU","A"
2011-01-02,"Berchtoldstag","ZH","D"
2011-01-02,"Berchtoldstag","BE","A"
2011-01-02,"Berchtoldstag","LU","D"
2011-01-02,"Berchtoldstag","OW","D"
2011-01-02,"Berchtoldstag","GL","D"
2011-01-02,"Berchtoldstag","ZG","D"
2011-01-02,"Berchtoldstag","FR","D"
2011-01-02,"Berchtoldstag","SO","D"
2011-01-02,"Berchtoldstag","SH","D"
2011-01-02,"Berchtoldstag","GR","d"
2011-01-02,"Berchtoldstag","AG","a"
2011-01-02,"Berchtoldstag","TG","A"
2011-01-02,"Berchtoldstag","VD","A"
2011-01-02,"Berchtoldstag","NE","D"
2011-01-02,"Berchtoldstag","GE","D"
2011-01-02,"Berchtoldstag","JU","B"
2011-01-06,"Heilige Drei Könige","UR","B"
2011-01-06,"Heilige Drei Könige","SZ","B"
2011-01-06,"Heilige Drei Könige","GR","a"
2011-01-06,"Heilige Drei Könige","TI","A"
2011-03-19,"Josefstag","LU","a"
2011-03-19,"Josefstag","UR","B"
2011-03-19,"Josefstag","SZ","A"
2011-03-19,"Josefstag","NW","B"
2011-03-19,"Josefstag","ZG","a"
2011-03-19,"Josefstag","GR","a"
2011-03-19,"Josefstag","TI","B"
2011-03-19,"Josefstag","VS","A"
2011-04-22,"Karfreitag","ZH","A"
2011-04-22,"Karfreitag","BE","A"
2011-04-22,"Karfreitag","LU","A"
2011-04-22,"Karfreitag","UR","A"
2011-04-22,"Karfreitag","SZ","A"
2011-04-22,"Karfreitag","OW","A"
2011-04-22,"Karfreitag","NW","A"
2011-04-22,"Karfreitag","GL","A"
2011-04-22,"Karfreitag","ZG","A"
2011-04-22,"Karfreitag","FR","A"
2011-04-22,"Karfreitag","SO","A"
2011-04-22,"Karfreitag","BS","A"
2011-04-22,"Karfreitag","BL","A"
2011-04-22,"Karfreitag","SH","A"
2011-04-22,"Karfreitag","AR","A"
2011-04-22,"Karfreitag","AI","A"
2011-04-22,"Karfreitag","SG","A"
2011-04-22,"Karfreitag","GR","A"
2011-04-22,"Karfreitag","AG","A"
2011-04-22,"Karfreitag","TG","A"
2011-04-22,"Karfreitag","VD","A"
2011-04-22,"Karfreitag","NE","A"
2011-04-22,"Karfreitag","GE","A"
2011-04-22,"Karfreitag","JU","A"
2011-04-25,"Ostermontag","ZH","A"
2011-04-25,"Ostermontag","BE","A"
2011-04-25,"Ostermontag","LU","D"
2011-04-25,"Ostermontag","UR","B"
2011-04-25,"Ostermontag","SZ","B"
2011-04-25,"Ostermontag","OW","D"
2011-04-25,"Ostermontag","NW","D"
2011-04-25,"Ostermontag","GL","A"
2011-04-25,"Ostermontag","ZG","D"
2011-04-25,"Ostermontag","FR","D"
2011-04-25,"Ostermontag","SO","d"
2011-04-25,"Ostermontag","BS","A"
2011-04-25,"Ostermontag","BL","A"
2011-04-25,"Ostermontag","SH","A"
2011-04-25,"Ostermontag","AR","A"
2011-04-25,"Ostermontag","AI","A"
2011-04-25,"Ostermontag","SG","A"
2011-04-25,"Ostermontag","GR","A"
2011-04-25,"Ostermontag","AG","a"
2011-04-25,"Ostermontag","TG","A"
2011-04-25,"Ostermontag","TI","A"
2011-04-25,"Ostermontag","VD","A"
2011-04-25,"Ostermontag","NE","D"
2011-04-25,"Ostermontag","GE","A"
2011-04-25,"Ostermontag","JU","A"
2011-05-01,"Tag der Arbeit","ZH","A"
2011-05-01,"Tag der Arbeit","FR","c"
2011-05-01,"Tag der Arbeit","SO","C"
2011-05-01,"Tag der Arbeit","BS","A"
2011-05-01,"Tag der Arbeit","BL","A"
2011-05-01,"Tag der Arbeit","SH","B"
2011-05-01,"Tag der Arbeit","AG","D"
2011-05-01,"Tag der Arbeit","TG","B"
2011-05-01,"Tag der Arbeit","TI","B"
2011-05-01,"Tag der Arbeit","NE","A"
2011-05-01,"Tag der Arbeit","JU","A"
2011-06-02,"Auffahrt","ZH","A"
2011-06-02,"Auffahrt","BE","A"
2011-06-02,"Auffahrt","LU","A"
2011-06-02,"Auffahrt","UR","A"
2011-06-02,"Auffahrt","SZ","A"
2011-06-02,"Auffahrt","OW","A"
2011-06-02,"Auffahrt","NW","A"
2011-06-02,"Auffahrt","GL","A"
2011-06-02,"Auffahrt","ZG","A"
2011-06-02,"Auffahrt","FR","A"
2011-06-02,"Auffahrt","SO","A"
2011-06-02,"Auffahrt","BS","A"
2011-06-02,"Auffahrt","BL","A"
2011-06-02,"Auffahrt","SH","A"
2011-06-02,"Auffahrt","AR","A"
2011-06-02,"Auffahrt","AI","A"
2011-06-02,"Auffahrt","SG","A"
2011-06-02,"Auffahrt","GR","A"
2011-06-02,"Auffahrt","AG","A"
2011-06-02,"Auffahrt","TG","A"
2011-06-02,"Auffahrt","TI","A"
2011-06-02,"Auffahrt","VD","A"
2011-06-02,"Auffahrt","VS","A"
2011-06-02,"Auffahrt","NE","A"
2011-06-02,"Auffahrt","GE","A"
2011-06-02,"Auffahrt","JU","A"
2011-06-13,"Pfingstmontag","ZH","A"
2011-06-13,"Pfingstmontag","BE","A"
2011-06-13,"Pfingstmontag","LU","D"
2011-06-13,"Pfingstmontag","UR","B"
2011-06-13,"Pfingstmontag","SZ","B"
2011-06-13,"Pfingstmontag","OW","D"
2011-06-13,"Pfingstmontag","NW","D"
2011-06-13,"Pfingstmontag","GL","B"
2011-06-13,"Pfingstmontag","ZG","D"
2011-06-13,"Pfingstmontag","FR","D"
2011-06-13,"Pfingstmontag","SO","a"
2011-06-13,"Pfingstmontag","BS","A"
2011-06-13,"Pfingstmontag","BL","A"
2011-06-13,"Pfingstmontag","SH","A"
2011-06-13,"Pfingstmontag","AR","A"
2011-06-13,"Pfingstmontag","AI","A"
2011-06-13,"Pfingstmontag","SG","A"
2011-06-13,"Pfingstmontag","GR","A"
2011-06-13,"Pfingstmontag","AG","a"
2011-06-13,"Pfingstmontag","TG","A"
2011-06-13,"Pfingstmontag","TI","B"
2011-06-13,"Pfingstmontag","VD","A"
2011-06-13,"Pfingstmontag","NE","D"
2011-06-13,"Pfingstmontag","GE","A"
2011-06-13,"Pfingstmontag","JU","A"
2011-06-23,"Fronleichnam","LU","A"
2011-06-23,"Fronleichnam","UR","A"
2011-06-23,"Fronleichnam","SZ","A"
2011-06-23,"Fronleichnam","OW","A"
2011-06-23,"Fronleichnam","NW","A"
2011-06-23,"Fronleichnam","ZG","A"
2011-06-23,"Fronleichnam","FR","a"
2011-06-23,"Fronleichnam","SO","a"
2011-06-23,"Fronleichnam","BL","a"
2011-06-23,"Fronleichnam","AI","A"
2011-06-23,"Fronleichnam","GR","a"
2011-06-23,"Fronleichnam","AG","a"
2011-06-23,"Fronleichnam","TI","B"
2011-06-23,"Fronleichnam","VS","A"
2011-06-23,"Fronleichnam","NE","a"
2011-06-23,"Fronleichnam","JU","A"
2011-08-01,"Bundesfeier","ZH","A"
2011-08-01,"Bundesfeier","BE","A"
2011-08-01,"Bundesfeier","LU","A"
2011-08-01,"Bundesfeier","UR","A"
2011-08-01,"Bundesfeier","SZ","A"
2011-08-01,"Bundesfeier","OW","A"
2011-08-01,"Bundesfeier","NW","A"
2011-08-01,"Bundesfeier","GL","A"
2011-08-01,"Bundesfeier","ZG","A"
2011-08-01,"Bundesfeier","FR","A"
2011-08-01,"Bundesfeier","SO","A"
2011-08-01,"Bundesfeier","BS","A"
2011-08-01,"Bundesfeier","BL","A"
2011-08-01,"Bundesfeier","SH","A"
2011-08-01,"Bundesfeier","AR","A"
2011-08-01,"Bundesfeier","AI","A"
2011-08-01,"Bundesfeier","SG","A"
2011-08-01,"Bundesfeier","GR","A"
2011-08-01,"Bundesfeier","AG","A"
2011-08-01,"Bundesfeier","TG","A"
2011-08-01,"Bundesfeier","TI","A"
2011-08-01,"Bundesfeier","VD","A"
2011-08-01,"Bundesfeier","VS","A"
2011-08-01,"Bundesfeier","NE","A"
2011-08-01,"Bundesfeier","GE","A"
2011-08-01,"Bundesfeier","JU","A"
2011-08-15,"Mariä Himmelfahrt","LU","A"
2011-08-15,"Mariä Himmelfahrt","UR","A"
2011-08-15,"Mariä Himmelfahrt","SZ","A"
2011-08-15,"Mariä Himmelfahrt","OW","A"
2011-08-15,"Mariä Himmelfahrt","NW","A"
2011-08-15,"Mariä Himmelfahrt","ZG","A"
2011-08-15,"Mariä Himmelfahrt","FR","a"
2011-08-15,"Mariä Himmelfahrt","SO","a"
2011-08-15,"Mariä Himmelfahrt","BL","a"
2011-08-15,"Mariä Himmelfahrt","AI","B"
2011-08-15,"Mariä Himmelfahrt","GR","a"
2011-08-15,"Mariä Himmelfahrt","AG","a"
2011-08-15,"Mariä Himmelfahrt","TI","A"
2011-08-15,"Mariä Himmelfahrt","VS","A"
2011-08-15,"Mariä Himmelfahrt","JU","B"
2011-11-01,"Allerheiligen","LU","A"
2011-11-01,"Allerheiligen","UR","A"
2011-11-01,"Allerheiligen","SZ","A"
2011-11-01,"Allerheiligen","OW","A"
2011-11-01,"Allerheiligen","NW","A"
2011-11-01,"Allerheiligen","GL","A"
2011-11-01,"Allerheiligen","ZG","A"
2011-11-01,"Allerheiligen","FR","a"
2011-11-01,"Allerheiligen","SO","a"
2011-11-01,"Allerheiligen","AI","B"
2011-11-01,"Allerheiligen","SG","A"
2011-11-01,"Allerheiligen","GR","a"
2011-11-01,"Allerheiligen","AG","a"
2011-11-01,"Allerheiligen","TI","A"
2011-11-01,"Allerheiligen","VS","A"
2011-11-01,"Allerheiligen","JU","B"
2011-12-08,"Mariä Empfängnis","LU","B"
2011-12-08,"Mariä Empfängnis","UR","A"
2011-12-08,"Mariä Empfängnis","SZ","B"
2011-12-08,"Mariä Empfängnis","OW","A"
2011-12-08,"Mariä Empfängnis","NW","A"
2011-12-08,"Mariä Empfängnis","ZG","A"
2011-12-08,"Mariä Empfängnis","FR","a"
2011-12-08,"Mariä Empfängnis","SO","a"
2011-12-08,"Mariä Empfängnis","AI","B"
2011-12-08,"Mariä Empfängnis","GR","a"
2011-12-08,"Mariä Empfängnis","AG","a"
2011-12-08,"Mariä Empfängnis","TI","B"
2011-12-08,"Mariä Empfängnis","VS","A"
2011-12-25,"Weihnachtstag","ZH","A"
2011-12-25,"Weihnachtstag","BE","A"
2011-12-25,"Weihnachtstag","LU","A"
2011-12-25,"Weihnachtstag","UR","A"
2011-12-25,"Weihnachtstag","SZ","A"
2011-12-25,"Weihnachtstag","OW","A"
2011-12-25,"Weihnachtstag","NW","A"
2011-12-25,"Weihnachtstag","GL","A"
2011-12-25,"Weihnachtstag","ZG","A"
2011-12-25,"Weihnachtstag","FR","A"
2011-12-25,"Weihnachtstag","SO","A"
2011-12-25,"Weihnachtstag","BS","A"
2011-12-25,"Weihnachtstag","BL","A"
2011-12-25,"Weihnachtstag","SH","A"
2011-12-25,"Weihnachtstag","AR","A"
2011-12-25,"Weihnachtstag","AI","A"
2011-12-25,"Weihnachtstag","SG","A"
2011-12-25,"Weihnachtstag","GR","A"
2011-12-25,"Weihnachtstag","AG","A"
2011-12-25,"Weihnachtstag","TG","A"
2011-12-25,"Weihnachtstag","TI","A"
2011-12-25,"Weihnachtstag","VD","A"
2011-12-25,"Weihnachtstag","VS","A"
2011-12-25,"Weihnachtstag","NE","A"
2011-12-25,"Weihnachtstag","GE","A"
2011-12-25,"Weihnachtstag","JU","A"
2011-12-26,"Stephanstag","ZH","A"
2011-12-26,"Stephanstag","BE","A"
2011-12-26,"Stephanstag","LU","A"
2011-12-26,"Stephanstag","UR","B"
2011-12-26,"Stephanstag","SZ","B"
2011-12-26,"Stephanstag","OW","D"
2011-12-26,"Stephanstag","NW","D"
2011-12-26,"Stephanstag","GL","A"
2011-12-26,"Stephanstag","ZG","D"
2011-12-26,"Stephanstag","FR","D"
2011-12-26,"Stephanstag","SO","a"
2011-12-26,"Stephanstag","BS","A"
2011-12-26,"Stephanstag","BL","A"
2011-12-26,"Stephanstag","SH","A"
2011-12-26,"Stephanstag","AR","A"
2011-12-26,"Stephanstag","AI","A"
2011-12-26,"Stephanstag","SG","A"
2011-12-26,"Stephanstag","GR","A"
2011-12-26,"Stephanstag","AG","a"
2011-12-26,"Stephanstag","TG","A"
2011-12-26,"Stephanstag","TI","A"
2011-12-26,"Stephanstag","NE","A"
2012-01-01,"Neujahrstag","ZH","A"
2012-01-01,"Neujahrstag","BE","A"
2012-01-01,"Neujahrstag","LU","A"
2012-01-01,"Neujahrstag","UR","A"
2012-01-01,"Neujahrstag","SZ","A"
2012-01-01,"Neujahrstag","OW","A"
2012-01-01,"Neujahrstag","NW","A"
2012-01-01,"Neujahrstag","GL","A"
2012-01-01,"Neujahrstag","ZG","A"
2012-01-01,"Neujahrstag","FR","A"
2012-01-01,"Neujahrstag","SO","A"
2012-01-01,"Neujahrstag","BS","A"
2012-01-01,"Neujahrstag","BL","A"
2012-01-01,"Neujahrstag","SH","A"
2012-01-01,"Neujahrstag","AR","A"
2012-01-01,"Neujahrstag","AI","A"
2012-01-01,"Neujahrstag","SG","A"
2012-01-01,"Neujahrstag","GR","A"
2012-01-01,"Neujahrstag","AG","A"
2012-01-01,"Neujahrstag","TG","A"
2012-01-01,"Neujahrstag","TI","A"
2012-01-01,"Neujahrstag","VD","A"
2012-01-01,"Neujahrstag","VS","A"
